RANKING,OWNERNAME,OWNERID,CHAMPIONSHIPTYPE,LEADINGEARNERHORSE,TOTALOWNERCHAMPIONSHIPWINS,TOTALOWNERCHAMPIONSHIPSRUNS,TOTALOWNERPRIZEMONEYWON
2561,"Mr R & Mrs J E Huin",1162398,FLAT,"Patontheback (IRE)",0,6,2997.85
2562,"Mrs Jayne Sivills",1064778,FLAT,"Mythical (FR)",0,9,2984.06
2563,"Lord Torranaga Partnership",1155998,FLAT,"Lord Torranaga (FR)",0,5,2982.90
2564,"Mr D. S. Lovatt",715769,FLAT,"Momaer (IRE)",0,3,2979.00
2565,"Middleham Park Racing CXXI & Partners",1117997,FLAT,"Dubai Immo (IRE)",0,5,2979.00
2566,"Mr G. C. Vibert",500977,FLAT,"Hyanna (GB)",0,6,2978.65
2569,"Mr Hugo Merry",15189,FLAT,"Swashbuckler (GB)",0,3,2974.42
2570,"Mr J. M. Bradley",517893,FLAT,"Iesha (GB)",0,11,2973.18
2571,"Mr P. J. McBride",514163,FLAT,"Broughtons Peace (GB)",1,2,2970.00
2572,"Harrier Racing 2",1071764,FLAT,"Just An Inkling (GB)",0,7,2947.46
2573,"S. & A. Mares",951072,FLAT,"Algheed (IRE)",0,7,2944.88
2575,"The Raceology Partnership",1100562,FLAT,"Bulleit (GB)",0,6,2941.48
2576,"Byerley Thoroughbreds Ltd",1157644,FLAT,"McQueen (IRE)",0,9,2941.21
2577,"Whitehouse Stable Syndicate",1152092,FLAT,"Tintoretto (IRE)",0,3,2936.40
2578,"Mrs C. A. Wall",501442,FLAT,"Hi Ho Silver (GB)",0,4,2924.07
2579,"L Bellman & S & A Mares",1155606,FLAT,"Triggered (IRE)",0,7,2924.07
2582,"Mr Clive Dennett",832484,FLAT,"Denable (GB)",0,6,2920.44
2583,"Mr Paul Riley",609111,FLAT,"Lupset Flossy Pop (IRE)",0,7,2918.42
2584,"Mrs Sarah-Jane Fox",530209,FLAT,"I Doubt That (IRE)",1,1,2916.00
2587,"Hughes & Scott",1014466,FLAT,"Free Step (IRE)",1,4,2916.00
2588,"The Unlikely Lads",1165145,FLAT,"Culture (FR)",1,6,2916.00
2589,"Mr Robert Gibbons",549256,FLAT,"Thewaytothestars (GB)",0,2,2915.75
2590,"Simon Munir, Isaac Souede & Partners",1163978,FLAT,"Tuddenham Green (GB)",0,2,2914.30
2591,"Castle Racing Scotland",1146882,FLAT,"Ravenscraig Castle (GB)",0,5,2913.50
2592,"Southbank Racing, S Hollings, Ann Butler",1168583,FLAT,"Jazz Samba (IRE)",0,6,2913.33
2593,"FrederickEllis,ThorstenFeddern&Alan King",1173353,FLAT,"Super Lover (GB)",0,3,2905.01
2594,"Wayman & Thomas",1161507,FLAT,"Angel Amadea (GB)",0,4,2892.37
2596,"The Daydreamers",1161563,FLAT,"Adatorio (GB)",0,5,2869.17
2597,"Mr David Gilmour & Mr James Dellaway",1152071,FLAT,"Angelic Divas (IRE)",0,8,2861.36
2598,"Let's Be Lucky Racing 34",1176475,FLAT,"Zumaaty (IRE)",0,4,2860.72
2600,"Mr Brian Smyth",1037537,FLAT,"Shanroe (GB)",0,1,2850.00
2601,"RJ Rexton and CD Dickens",1161122,FLAT,"Bethersden Boy (IRE)",0,7,2836.00
2603,"Mr Philip Fox & Partner",1127168,FLAT,"Roscioli (GB)",0,6,2830.15
2605,"Judy & Richard Peck & Partner",1086469,FLAT,"Burtonwood (GB)",0,5,2818.26
2606,"Golden Equinox Racing",1128327,FLAT,"Inclement Weather (GB)",0,12,2814.68
2607,"Mr & Mrs A McAlpine & Partners",1165608,FLAT,"Mumma Mac (GB)",0,5,2814.27
2608,"Highclere T'Bred Racing - Burford Browns",1160445,FLAT,"Cashew (IRE)",0,7,2810.64
2609,"BARFORD PREMIER",1177148,FLAT,"Mardoof (IRE)",0,2,2807.68
2610,"Gremlin Racing",761761,FLAT,"Perfect Soldier (IRE)",0,7,2797.32
2611,"Mr D Gallagher & Mr M Lynch",1158699,FLAT,"Arranmore (GB)",0,7,2793.00
2612,"Chappell & Dixon",1169860,FLAT,"Ebury (GB)",0,12,2792.49
2613,"The BBC Partnership",1151711,FLAT,"Beau Geste (IRE)",0,4,2789.05
2614,"Quantum Leap Racing XVI",1164005,FLAT,"Ottilien (FR)",0,1,2787.20
2615,"Andrew Knott & Wetumpka Racing",1112636,FLAT,"La Belle Vie (GB)",0,5,2786.61
2616,"Fast Track Racing",1172929,FLAT,"Tantastic (GB)",0,10,2785.28
2617,"The Jelly Boys",1142194,FLAT,"Gloryella (GB)",0,11,2784.72
2618,"Howdale Bloodstock",1006995,FLAT,"Channel Packet (GB)",0,10,2775.90
2619,"Mr J. R. Dwyer",1048807,FLAT,"Lawmans Blis (IRE)",0,4,2772.60
2621,"Haven't A Pot",1114322,FLAT,"Maketh Believeth (IRE)",0,4,2766.57
2623,"Mr S. Fyffe",843686,FLAT,"B Associates (IRE)",0,8,2742.92
2624,"Mr C. J. Mills",532354,FLAT,"Mimoset (GB)",0,4,2738.20
2625,"Mrs P. T. Tellwright",539664,FLAT,"Liberty Mountain (GB)",0,6,2738.20
2627,"Red Rose Partnership",548785,FLAT,"Redrosezorro (GB)",0,5,2725.36
2628,"Sam Tingey & Charlie Tingey",1155185,FLAT,"Taskheer (IRE)",0,9,2724.84
2629,"Away Days Racing Club",1159867,FLAT,"Steelriver (IRE)",0,9,2723.21
2630,"Mrs L E Ramsden & Partner",1163062,FLAT,"Captain Square (GB)",0,1,2713.00
2631,"Mr P. M. Claydon",980934,FLAT,"Neverbeen To Paris (IRE)",0,4,2708.51
2632,"Ms Mary Slack,Coolmore,Westerberg",1173528,FLAT,"Aikhal (IRE)",0,2,2700.00
2633,"Mr C. Huggan",518684,FLAT,"Easy With Aces (IRE)",0,3,2695.85
2634,"JacobsConstructionHoldings& Mr E Kelly",1164049,FLAT,"Flying Secret (GB)",0,2,2693.77
2636,"Mr Aziz Kheir",1113936,FLAT,"Showman (GB)",0,4,2681.28
2637,"Mr Leroy Robins",1140505,FLAT,"Army of One (GER)",0,5,2678.97
2638,Bratwa,1130740,FLAT,"Can Can Girl (IRE)",0,3,2671.16
2639,"Ownaracehorse and R Kent",1165786,FLAT,"Big Bear Hug (GB)",0,5,2666.84
2640,"Mr D Bardsley and Mr M Dods",1163736,FLAT,"Clarets Glory (IRE)",0,5,2661.96
2641,"ChapmanHammond Stephenson Hopper        ",1153125,FLAT,"Buniann (IRE)",0,7,2653.51
2642,"Bruce & Susan Jones",1147926,FLAT,"Gobi Sunset (GB)",0,3,2644.88
2643,"D Barry, K Trowbridge & A King",1166107,FLAT,"Victory (IRE)",0,3,2644.88
2644,"Eternal Folly Partnership",1155147,FLAT,"Urban Violet (GB)",0,5,2644.88
2645,"Mr Michael Bringloe",974177,FLAT,"My Boy Jack (GB)",0,8,2641.48
2646,"Mrs Lucy Mechie",1067567,FLAT,"Monticello (IRE)",0,7,2641.00
2647,"Brightwalton Bloodstock Two",1164192,FLAT,"Kodiac Blue (GB)",0,6,2635.14
2648,"Saxtead & Parr",1169335,FLAT,"Kelapa (GB)",0,3,2624.07
2649,"Pallister Racing",1111669,FLAT,"Camacho Star (IRE)",0,4,2624.07
2650,"Mr A. Smith",511336,FLAT,"Iconic Mover (GB)",0,4,2623.40
2651,"Mr Barry Veasey",511650,FLAT,"Grandstand (IRE)",0,7,2622.46
2652,"Gregson, Jenkins, Lee & Warman",1031498,FLAT,"Imperial Dream (IRE)",0,3,2611.14
2653,"Alan & Barbara Brown",1174115,FLAT,"Just Percy (IRE)",0,9,2609.78
2655,"Prince of Wales and Duchess of Cornwall",940924,FLAT,"Pride of The Pack (GB)",0,5,2603.44
2656,"Good Company Partnership",812568,FLAT,"Queen's Company (GB)",0,4,2602.65
2657,"Nick Bradley Racing 27 & Partner",1126720,FLAT,"Clear To Land (IRE)",0,6,2592.47
2659,"Yellow Diamond Racing",1157520,FLAT,"Our Florentine (IRE)",0,5,2586.04
2660,"Mr Michael Downey",40718,FLAT,"Arthur's Victory (IRE)",0,4,2582.40
2661,"Mr Richard A. Murray",932771,FLAT,"Arctician (IRE)",0,5,2569.72
2662,"Middleham Park Racing C",1076311,FLAT,"Genever Dragon (IRE)",0,3,2564.08
2663,"Manor House Racing & Partner",1153303,FLAT,"Lady Valentine (IRE)",0,4,2551.95
2664,"The Bruiser Boyz and Partner",1176041,FLAT,"Josies Kid (IRE)",0,5,2548.68
2665,"James, Jenkins & Partners",1169698,FLAT,"Level Up (IRE)",0,5,2547.75
2666,"Caballo Racing",1097408,FLAT,"Muatadel (GB)",0,7,2543.77
2667,"Sherborne Utilities & Olly Watt",1174842,FLAT,"Mascat (GB)",0,1,2536.00
2671,"Kennet Valley Thoroughbreds VI",849115,FLAT,"Snuggle (GB)",0,3,2535.00
2672,Thethrillofitall,1146182,FLAT,"Arthalot (IRE)",0,2,2530.34
2673,"Mr and Mrs J. D. Cotton",768873,FLAT,"Common Acclaim (IRE)",0,4,2522.33
2674,"Mr Tony Coyle",729038,FLAT,"Golden Prosperity (IRE)",0,3,2518.28
2675,"The Golden Cuckoo",1117108,FLAT,"Dragons Will Rise (IRE)",0,9,2514.68
2676,"Mr E. R. Clough",507982,FLAT,"Itsallaboutluck (IRE)",0,6,2504.30
2677,"Mr M. Ricketts",1150538,FLAT,"Lynns Boy (GB)",0,8,2502.00
2678,"Mr Allan A. Grant",822753,FLAT,"Starlyte (IRE)",0,8,2499.98
2680,"R. F. H. Partnership 1",1064894,FLAT,"Afta Party (IRE)",0,5,2497.27
2681,"Adams, Baker, Buckland & Green",1139812,FLAT,"Rochebrune (GB)",0,5,2480.96
2682,"Mr Ken McGarrity",937026,FLAT,"Diocletian (IRE)",0,9,2475.90
2683,"My Vein Clinic Syndicate 1",1155969,FLAT,"Leap Year Lad (IRE)",0,5,2466.36
2684,"Dahab Racing",1053603,FLAT,"Star Zinc (IRE)",0,4,2466.26
2685,"The New River Partnership",1099691,FLAT,"Bascule (FR)",0,3,2461.00
2686,"Mr J Blackburn & Mr A Turton",1073335,FLAT,"Mr Orange (IRE)",0,6,2455.60
2687,"Breath Of Fresh Air Racing",1172576,FLAT,"Odd Socks Havana (GB)",0,9,2448.98
2688,"Mrs Sally Woodman",523253,FLAT,"My Bonnie Lassie (GB)",0,6,2446.55
2689,"Colne Valley Racing & Partner",1119012,FLAT,"Dapper Man (IRE)",0,7,2438.32
2690,"Fellowship Racing",1176527,FLAT,"Sense of Security (GB)",0,5,2438.06
2691,"George Baker and Partners - Super Six",1131924,FLAT,"La Maquina (GB)",0,4,2434.56
2692,"Mr John W Ford",531102,FLAT,"Heer's Sadie (GB)",0,6,2431.71
2693,"Grace Harris Racing",1074752,FLAT,"Soldier's Son (GB)",0,7,2431.71
2694,"Stuart Herrington & Peter Forster",1113974,FLAT,"Anif (IRE)",0,4,2429.40
2695,"Mrs T Burns & Emma Evans",1155607,FLAT,"Mickey Donovan (IRE)",0,5,2429.40
2697,"Miss F. L. Thomas",1050801,FLAT,"Albus Anne (GB)",0,4,2413.24
2700,"Mr K. Nicholson",899216,FLAT,"Beauzon (GB)",0,4,2404.88
2702,"J S Moore & B Galloway",1168417,FLAT,"Havana Goldrush (GB)",0,4,2383.84
2703,"Ownaracehorse Ltd & K West",1156750,FLAT,"Qwicken (IRE)",0,7,2383.25
2704,"Mr R A Bartlett & Partner",1170909,FLAT,"Killearn (IRE)",0,1,2382.90
2705,"Lady Jouse Partnership",1152262,FLAT,"After John (GB)",0,3,2382.90
2706,"Mr W. Prosser",1106438,FLAT,"Mitigator (GB)",0,7,2372.53
2707,"Mick Martin Keith Boddy & Son",1150469,FLAT,"Vertice (IRE)",0,3,2371.23
2708,"Mr Shaun Humphries",985810,FLAT,"Gorgeous General (GB)",0,8,2371.16
2709,"The Likely Lads",1122575,FLAT,"Daheer (USA)",0,2,2364.82
2710,"Jamie Rocke",1086688,FLAT,"Plumette (GB)",0,5,2363.04
2711,"NeverSayDie & Light Infantry Partnership",1162976,FLAT,"Man of Riddles (USA)",0,2,2358.48
2712,"Run Away Racing Candarel Syndicate",1162305,FLAT,"Eurythmical (IRE)",0,2,2354.63
2713,"Two Rivers Racing",1170515,FLAT,"Epeius (IRE)",0,3,2349.15
2714,"Mr Ian Gray & Sara Moore",1139934,FLAT,"Birkie Girl (GB)",0,3,2349.15
2716,"Silkman Pascoe & Harraton Court Stables",1176511,FLAT,"Suanni (GB)",0,8,2349.15
2717,"Emma Ryan & Partner",1114559,FLAT,"Jack Ryan (IRE)",0,8,2349.15
2720,"J & L Wetherald - M & M Glover",789052,FLAT,"Silver Diva (GB)",0,6,2343.50
2723,"Mr Michael Reilly",1105181,FLAT,"Melayu Kingdom (IRE)",0,6,2323.00
2724,"Lockdown Racing",1155334,FLAT,"Lockdown Lass (GB)",0,5,2320.44
2725,"Mr Keith  De la Plain",1161546,FLAT,"Smarden Flyer (IRE)",0,5,2317.60
2726,"Park House Partnership",1127002,FLAT,"After Eight (IRE)",0,4,2316.12
2727,"Mr Rupert Williams & Friends",1168768,FLAT,"Ikkari (IRE)",0,2,2313.37
2728,"Quantum Leap Racing XIII & Partner",1154083,FLAT,"Tendentious (GB)",0,4,2313.36
2729,"S. Towens & W.B.B.",1124054,FLAT,"Regulator (IRE)",0,4,2309.78
2731,"Miss Sally Wall and Partners",1167523,FLAT,"Makinitup (IRE)",0,4,2302.65
2732,"Haras d'Etreham and Cambridge Stud",1153566,FLAT,"Franz (GB)",0,3,2295.08
2733,Runfortheroses,1153681,FLAT,"Cloudy Rose (GB)",0,4,2294.25
2734,"Topspeed Thoroughbreds",1161346,FLAT,"Bay Dream Believer (IRE)",0,10,2288.74
2737,"Ryedale Partners No 8",819400,FLAT,"Bastille (GB)",0,9,2273.76
2738,"M I Pattinson Racing",1110590,FLAT,"Nubough (IRE)",0,8,2268.90
2739,"Mr K. W. Bell",508808,FLAT,"Fight For It (IRE)",0,5,2265.40
2740,"Mr Simon Munir/Mr Isaac Souede",1071514,FLAT,"Nusret (GB)",0,1,2265.00
2741,"SLB Partnership",1172601,FLAT,"Tilly The Filly (IRE)",0,4,2261.08
2742,"The Q Party",1118256,FLAT,"Miss Sligo (IRE)",0,6,2261.08
2743,"Mr M. Roberts",1043518,FLAT,"Calvinist (GB)",0,2,2257.04
2744,"Forty Forty Twenty",1063374,FLAT,"Frankelio (FR)",0,5,2257.04
2745,"Mrs T. North",1167167,FLAT,"Torvi (GB)",0,3,2256.15
2746,"Mystic Meg Limited",721440,FLAT,"Astrobrio (GB)",0,5,2252.11
2749,"Aviatica Bloodstock, China Racing Club",1169204,FLAT,"Mashaan (GB)",0,4,2247.75
2750,"The Bear Partnership",1077394,FLAT,"Candy Warhol (USA)",0,2,2243.16
2752,"T C Racing Syndicate",1152240,FLAT,"Tacitus (IRE)",0,10,2223.04
2754,"Dachel Stud",789829,FLAT,"Justjamie (GB)",0,4,2211.97
2756,"Solario Racing (Ashridge)",1142299,FLAT,"Dancinginthewoods (GB)",0,3,2202.00
2757,"Nick Bradley Racing 28, Burke & Holden",1138792,FLAT,"Lake Marie (FR)",0,4,2202.00
2758,"Mr P Mckenna, Mr L O Kane & Partner",1145063,FLAT,"Modular Magic (GB)",0,5,2202.00
2759,"Ferrybank Properties Limited",823388,FLAT,"Apache Jewel (IRE)",0,9,2202.00
2761,"The Desperados",1083112,FLAT,"Magna Moralia (IRE)",0,5,2199.98
2763,"Lordship Stud",762306,FLAT,"Bouquet (GB)",0,2,2183.00
2764,"Racing For A Cause",1117565,FLAT,"Freedom And Wheat (IRE)",0,7,2181.83
2765,"Quantum Leap Racing VI",1138093,FLAT,"Ham And Jam (IRE)",0,4,2180.42
2766,"Mr Allan Davies",915845,FLAT,"Kaylyn (GB)",0,7,2176.64
2767,"T A Frost & Simon Broke & Partners",1153119,FLAT,"Ring of Light (GB)",0,2,2175.90
2768,"Thompson Brothers",1163603,FLAT,"Two Brothers (GB)",0,3,2175.90
2769,"Mrs Camille Macdonald",938493,FLAT,"Cisco Disco (IRE)",0,5,2175.90
2770,"Howard Lupton & Christine Dunnett",1165881,FLAT,"Enchanted Night (GB)",0,12,2172.32
2771,"Percy / Green Racing 2",1014545,FLAT,"Hartswood (GB)",0,3,2166.50
2772,"Mr J. A. Osborne",555358,FLAT,"Eton College (IRE)",0,12,2161.00
2773,"Mrs T. Marnane",761831,FLAT,"Funny Money Honey (IRE)",0,3,2160.00
2774,"Joli Racing",751313,FLAT,"In Paradise (GB)",0,8,2159.64
2775,"Mr R. Kent",700443,FLAT,"Amanda Hug'n'kiss (GB)",0,3,2158.77
2777,"Ms Rachel D. S. Hood",535124,FLAT,"Dame Ethel Smyth (GB)",0,5,2155.60
2778,"Mr Peter Cook",1123649,FLAT,"Kimnkate (IRE)",0,4,2150.55
2779,"International Racing Club",1164837,FLAT,"Gun Dog (IRE)",0,5,2144.35
2780,"Gary Allsopp & Partner",1176618,FLAT,"Felix (GB)",0,1,2144.00
2781,"Mr Jimmy Kay",1039901,FLAT,"Sydney Bay (GB)",0,8,2134.28
2782,"Mr Joe Buzzeo",503269,FLAT,"King of Unicorns (GB)",0,3,2133.10
2783,"Anaco Racing Partnership",1165581,FLAT,"Miss Anaco (GB)",0,4,2131.71
2786,"Miss Jane Edgar & Mr D. V. Gardner",1120292,FLAT,"Zillion (IRE)",0,1,2129.40
2787,"Mrs Bernice Cuthbert",521778,FLAT,"Prophet's Dream (GB)",0,2,2129.40
2789,"Mr G. Cornes",965145,FLAT,"Dodgy Bob (GB)",0,4,2123.90
2791,"Mr G. Parkinson & Mr J. L. Eyre",1120153,FLAT,"Arkid (GB)",0,5,2123.21
2792,"Sam Farthing, Linda McGarry & Ken Nicol",1155914,FLAT,"We Still Believe (IRE)",0,4,2119.58
2793,"Nick Bradley Racing 10 & Partner",1113740,FLAT,"Clodovea (GB)",0,5,2118.76
2794,"Mr A.Campbell",1135286,FLAT,"Admodum (USA)",0,3,2117.56
2796,"Brian Padgett & Southbank Racing",1168676,FLAT,"Menelaus (IRE)",0,4,2111.22
2798,"Hambleton Racing Ltd XXXVIII",1083563,FLAT,"Esken Rose (USA)",0,5,2100.56
2800,"Mrs Wendy Jenkins",521813,FLAT,"Party Planner (GB)",0,3,2097.85
2801,"Mrs R. Pease",507255,FLAT,"By Pass (GB)",0,3,2095.65
2802,"Mr Eric Broadwith",1152030,FLAT,"Seven For A Pound (USA)",0,7,2095.65
2803,"Mrs Julie Parkes",1111021,FLAT,"Curtiz (GB)",0,5,2091.92
2804,"Mr Gwyn Evans",1048224,FLAT,"Fandabidozi (IRE)",0,6,2091.92
2805,"The Bermuda Salman Morris Partnership",1163221,FLAT,"I Am The Sea (GB)",0,4,2091.56
2806,"Green Lighting Ltd",1137751,FLAT,"Pilot Wings (IRE)",0,9,2077.22
2807,"D. & S. L. Tanker Transport Limited",970324,FLAT,"Neverbatsaneyelid (GB)",0,6,2075.20
2808,"Mr B. Jordan",855589,FLAT,"Ebony Maw (GB)",0,4,2070.88
2809,"Corsby Racing",815855,FLAT,"Granite City Doc (GB)",0,7,2066.84
2810,"Mr P. Wheatley",774223,FLAT,"Naasma (IRE)",0,6,2053.88
2813,"Mr Scott Turner",1086753,FLAT,"Daaris (IRE)",0,5,2049.15
2814,"Crown Select",725800,FLAT,"Fiery Bond (GB)",0,6,2049.15
2816,"Mr Brendan Keogh",1088339,FLAT,"Giselles Izzy (IRE)",0,4,2042.95
2818,"Lord Halifax",535219,FLAT,"Big Cheese (FR)",0,1,2028.80
2822,"Mrs I. Gansera-Leveque",988754,FLAT,"Kingwell (GB)",0,6,2028.52
2823,"Mrs C. E. Dods",508526,FLAT,"Sin E Shekells (GB)",0,7,2028.16
2826,"The Pucka Partnership",1141879,FLAT,"Testing Times (GB)",0,1,2028.00
2830,"Exors of the Late Mr Reg Gifford",517201,FLAT,"Fawn At Play (GB)",0,4,2028.00
2834,"Mr Brian Tetley",553235,FLAT,"Against The Odds (GB)",0,3,2011.85
2835,"Mrs Magnier, Mrs Sangster & Mrs Shanahan",1162773,FLAT,"Present Moment (IRE)",0,6,2003.72
2837,"Game on Racing",1162983,FLAT,"Blackheath (GB)",0,6,2003.44
2838,"Mrs J. Cash",526625,FLAT,"Judy's Park (GB)",0,2,2002.65
2839,"One More Moment of Madness",1042841,FLAT,"Belisa de Vega (IRE)",0,5,1998.45
2841,"Mrs Julie Martin",513454,FLAT,"Brynteg (GB)",0,5,1994.80
2842,"L Judd T Stamp J Hardcastle R Miles",1075411,FLAT,"Chetan (GB)",0,5,1994.80
2843,"Spiers & Hartwell Ltd & Mrs E. Evans",1120336,FLAT,"Amjad (GB)",0,5,1994.80
2844,"Mr S. Dow",561752,FLAT,"Sherpa Trail (USA)",0,3,1994.25
2845,"Mr D. A. Smerdon",1088400,FLAT,"Red Bravo (IRE)",0,5,1994.25
2846,"Mrs Veronica Bullard & Mrs Wendy Jenkins",1114477,FLAT,"Chloellie (GB)",0,5,1994.25
2847,"Mrs Teresa Lyons",1145717,FLAT,"Life's A Beach (IRE)",0,6,1994.25
2849,"Middleham Park Racing CXXVI & Les Boyer",1157449,FLAT,"Bluenose Belle (USA)",0,2,1985.78
2850,"Middleham Park Racing LXXXV",1075332,FLAT,"Victorious Night (IRE)",0,3,1985.78
2852,"Mr Y. T. Mehmet",562870,FLAT,"Marchetti (IRE)",0,5,1968.90
2853,"Mr Derek Candy",1176930,FLAT,"Majestic Tejaan (IRE)",0,3,1968.57
2854,"The Smart Emblaze Partnership",1149980,FLAT,"Blazing Son (GB)",0,4,1965.40
2855,"A D Spence & John Connolly",1152179,FLAT,"It Is Now (GB)",0,5,1965.40
2856,"Calne Engineering Ltd",980958,FLAT,"Blazeon Five (GB)",0,5,1965.12
2857,"The Foxford House Partnership",957597,FLAT,"Raqraaq (USA)",0,12,1963.10
2858,Roscourt,1163760,FLAT,"Pepper Streak (IRE)",0,3,1961.08
2859,"Nick Bradley Racing 29 & Partner",1112696,FLAT,"Zihaam (GB)",0,9,1956.97
2861,"Mr Aymen Mekni",1172298,FLAT,"They Don't Know (IRE)",0,2,1947.75
2862,"Foxhills Racing Limited",1162246,FLAT,"Wise Glory (IRE)",0,3,1947.75
2863,"Hollinshead and Pyle",1135275,FLAT,"Lady Mander (GB)",0,6,1946.10
2864,"Red & Whites",1099820,FLAT,"Uccello (IRE)",0,6,1942.06
2866,"The Grey Racehorse",1153597,FLAT,"Butterfly Effect (IRE)",0,3,1940.04
2867,"Mark Rankine",1169019,FLAT,"Shabs (GB)",0,5,1929.38
2869,"D MacAuliffe, A Don, C Rosier & J Rosier",1157142,FLAT,"Foxy Rascal (FR)",0,3,1927.36
2871,"HP Racing Wakey Wakey & Partner",1173580,FLAT,"Wakey Wakey (IRE)",0,5,1923.04
2872,"Mr B. Lapham",1095912,FLAT,"Glan Y Gors (IRE)",0,7,1923.04
2873,"The Shinton Family",1092232,FLAT,"Lindwall (IRE)",0,2,1922.40
2874,"William Burns & Alan Berry",1091977,FLAT,"Hollis Brown (GB)",0,3,1922.40
2876,"Highclere T'Bred Racing - Cedar Tree 1",1164670,FLAT,"Tudor Queen (IRE)",0,3,1922.40
2877,"Zaro Srl",1037177,FLAT,"Bright Blue (IRE)",0,4,1906.04
2882,"Mr Ollie Pears",557870,FLAT,"Sfumato (GB)",0,4,1876.64
2883,"Mr Shane Fairweather & Dr C Scott",1138986,FLAT,"Jeanette May (GB)",0,2,1875.90
2884,"HP Racing King Of The Dance",1163730,FLAT,"King of The Dance (IRE)",0,3,1875.90
2885,"Highclere T'Bred Racing-Monkey Puzzle I",1164044,FLAT,"Stromboli (IRE)",0,3,1875.90
2887,"G Van Cutsem, J & S Bethell",1153798,FLAT,"Moss Gill (IRE)",0,2,1873.95
2888,"Mr Simon Lockyer",1116612,FLAT,"Think Trigger (IRE)",0,3,1872.32
2889,"Rupert Frost and Ed Shaw",1170395,FLAT,"Order of St John (GB)",0,3,1872.30
2891,"Mrs C. C. Regalado-Gonzalez",793138,FLAT,"Summer Sands (GB)",0,4,1857.00
2893,"D Bassom & P Cardosi",1170501,FLAT,"Swaffham Bulbeck (IRE)",0,4,1854.15
2894,"Christopher Wright & Miss Emily Asprey",1047163,FLAT,"A Taste of Honey (GB)",0,2,1850.55
2897,"Formulated Polymer Products Ltd",741737,FLAT,"Embour (IRE)",0,8,1847.22
2899,"L Turland and A Smith",1131084,FLAT,"Villalobos (IRE)",0,3,1844.38
2900,"J Blackburn, Imperial Racing & sandfield",1164018,FLAT,"Dark Crusade (IRE)",0,3,1838.60
2902,"Tom Chadney's Flat Mates",1154721,FLAT,"Raducanu (GB)",0,4,1834.28
2903,"The Highlife Racing Club",793573,FLAT,"With Pleasure (GB)",0,4,1831.71
2904,"MACAULIFFE, DON & COOL SILK PARTNERSHIP",1170526,FLAT,"Summer Secrets (IRE)",0,4,1831.71
2905,"D Thomson & C Barr",1156805,FLAT,"Skedaddled (IRE)",0,6,1817.28
2906,"Dave & Emma Evans",1109323,FLAT,"Pope Gregory (GB)",0,3,1814.53
2907,"Melbourne 10 Racing",1107641,FLAT,"Cliffs of Capri (GB)",0,1,1813.50
2908,"T J KENT 1 (GRAPHITE)",1174943,FLAT,"Graphite (FR)",0,3,1813.50
2910,"KHK Racing Ltd & Shaikh Duaij Al Khalifa",1157360,FLAT,"Tylos (FR)",0,1,1812.00
2911,"Mr & Mrs P. Ashton",1038318,FLAT,"Furzig (GB)",0,4,1812.00
2912,"Brian Verinder & Alan Baxter",1096127,FLAT,"It's Good To Laugh (IRE)",0,5,1812.00
2913,"Mrs H. Varian",832414,FLAT,"Seven Pockets (IRE)",0,4,1809.46
2914,"Mr J. J. Davies",505024,FLAT,"Highjacked (GB)",0,3,1808.92
2915,"Mr N. G. H. Ayliffe",726612,FLAT,"Letter of The Law (IRE)",0,6,1802.58
2916,"R M & T Holdings Limited & Partners",1110914,FLAT,"The Retriever (IRE)",0,6,1800.01
2918,"Moody, Thompson & Powell",1162506,FLAT,"Highland Queen (IRE)",0,3,1795.65
2920,"The South Downs Partnership",1137516,FLAT,"Zuba (GB)",0,3,1791.92
2921,"Martley Hall Stud Ltd.",1161934,FLAT,"Hello Me (IRE)",0,5,1778.88
2922,"Ms Aoife Dunphy",1166379,FLAT,"Juanita (GB)",0,5,1774.92
2923,"The Frankophiles",1006560,FLAT,"Bold And Loyal (GB)",0,7,1774.92
2928,"Mr George Baker",622533,FLAT,"Bowling Russian (IRE)",0,4,1762.52
2929,"Mr P. Ponting",789454,FLAT,"Gavin (GB)",0,8,1756.18
2930,"Neil Simpson & Partners",1169526,FLAT,"Cicely (IRE)",0,6,1749.56
2932,"Drew & Ailsa Russell",1044924,FLAT,"Well Planted (FR)",0,2,1749.15
2935,"Milan Racing Club 1",1148444,FLAT,"Ward Castle (IRE)",0,3,1745.52
2936,"Newmarket Racing Club HQi",1155491,FLAT,"Balgair (GB)",0,4,1745.52
2938,"Highclere T'Racing - Walled Garden",1161008,FLAT,"Tyson (IRE)",0,7,1732.56
2943,"Mick Appleby Racing",1068075,FLAT,"Mops Gem (GB)",0,5,1722.18
2944,"Nick Bradley Racing 51 & Mrs E Burke",1169924,FLAT,"Naomi's Charm (IRE)",0,3,1717.80
2945,"John & Liz Elliot",939687,FLAT,"Amazing Alba (GB)",0,6,1711.52
2946,"Mr Robert McLachlan",776043,FLAT,"Jessie Allan (IRE)",0,10,1711.52
2947,"Mr Tom Malone",811937,FLAT,"Cowboy (IRE)",0,4,1710.65
2949,"REBEL RACING PREMIER III",1149827,FLAT,"Harold Shand (IRE)",0,5,1702.24
2950,"Mrs M. A. Scott",852080,FLAT,"Zealous (IRE)",0,4,1699.12
2952,"Mr J R Wallis & Partners",1155774,FLAT,"Run Forrest Run (IRE)",0,2,1694.25
